prit,35
prennent,35
prendre,35
prend,35
lignes,35
ligne,35
tête,32
point,29
fit,29
faisait,29
faire,29
forme,27
fond,27
charge,27
libre,25
jeu,24
feu,24
sortir,23
sorti,23
pointe,23
couronne,23
tient,22
plateau,22
passer,22
passage,22
ouverture,22
fort,22
reprend,21
entrée,21
taille,20
service,20
ordres,20
ordre,20
table,19
pièces,19
pièce,19
passe,19
mettre,19
mettant,19
met,19
laisser,19
étoiles,19
étoile,19
david,19
coupe,19
cadre,19
blancs,19
blanc,19
base,19
tours,18
tour,18
suivre,18
suit,18
sortie,18
réseaux,18
réseau,18
reprises,18
reprise,18
perd,18
mouvements,18
mouvement,18
masse,18
marqué,18
françois,18
donner,18
donnant,18
coups,18
coup,18
réserve,17
pied,17
monde,17
long,17
corps,17
circuit,17
chute,17
vivre,16
vie,16
unités,16
unité,16
temps,16
tableau,16
revient,16
revenir,16
placé,16
marque,16
marche,16
lancer,16
fil,16
expression,16
centres,16
centre,16
voit,15
voir,15
voie,15
trouver,15
trouvent,15
trouvé,15
trouve,15
trouvait,15
travail,15
terres,15
terre,15
structures,15
structure,15
puissance,15
présenter,15
présentent,15
présenté,15
présentant,15
places,15
place,15
modèles,15
modèle,15
mère,15
liaison,15
gros,15
galerie,15
formule,15
force,15
figure,15
développement,15
contact,15
champ,15
ceinture,15
valeur,14
types,14
type,14
système,14
sujets,14
sujet,14
piste,14
partir,14
liberté,14
hommes,14
homme,14
épreuves,14
épreuve,14
échelle,14
classique,14
actif,14
voix,13
vieux,13
vient,13
vienne,13
venir,13
simple,13
retour,13
rendre,13
rend,13
position,13
mur,13
mène,13
main,13
lumière,13
heure,13
grands,13
grandes,13
grande,13
grand,13
formation,13
faible,13
exposition,13
esprit,13
espace,13
entrer,13
division,13
distribution,13
développer,13
développe,13
course,13
comptait,13
chaîne,13
bras,13
bassin,13
travailler,12
travaillé,12
travaille,12
traitement,12
titres,12
titre,12
terme,12
style,12
servir,12
servi,12
sert,12
séries,12
série,12
représente,12
rapport,12
prise,12
presse,12
premiers,12
premières,12
poste,12
portée,12
porte,12
poids,12
partie,12
objets,12
objet,12
note,12
naturelle,12
naturel,12
jour,12
jouer,12
joué,12
images,12
image,12
groupes,12
groupe,12
front,12
feuilles,12
familles,12
famille,12
étude,12
étend,12
écoles,12
école,12
couleur,12
contrôle,12
composition,12
chambre,12
cercle,12
berlin,12
attaque,12
appel,12
affaire,12
volume,11
suite,11
section,11
secteur,11
régime,11
reçoit,11
réaction,11
rapide,11
quartiers,11
quartier,11
période,11
père,11
occupé,11
occupe,11
nombre,11
niveaux,11
niveau,11
milieu,11
mesure,11
longueur,11
histoire,11
gouverneur,11
fonction,11
finit,11
eau,11
diffusion,11
défense,11
découvre,11
cycle,11
croix,11
ciel,11
chemins,11
chemin,11
chant,11
caractère,11
bureau,11
bande,11
atteindre,11
appelle,11
antoine,11
andré,11
veut,10
terrain,10
stations,10
station,10
soleil,10
sièges,10
siège,10
savoir,10
sait,10
rôles,10
rôle,10
rester,10
restent,10
représentation,10
réponse,10
rang,10
prix,10
pouvoir,10
pouvant,10
pouvait,10
pourrait,10
pleine,10
petits,10
petites,10
petite,10
petit,10
perte,10
opposition,10
opérations,10
opération,10
numéro,10
nouvel,10
nouveaux,10
nouveau,10
noms,10
nom,10
noirs,10
noir,10
maître,10
livres,10
livre,10
large,10
juste,10
jeunes,10
jeune,10
iii,10
généraux,10
général,10
garde,10
fut,10
francs,10
former,10
forment,10
ferme,10
fer,10
face,10
états,10
état,10
essais,10
essai,10
enregistré,10
emploi,10
droits,10
droit,10
côtés,10
côté,10
connaître,10
connaît,10
condition,10
complète,10
circulation,10
chefs,10
chef,10
chapelle,10
branche,10
bleu,10
assurer,10
application,10
années,10
année,10
analyse,10
accord,10
accès,10
vierge,9
traverse,9
trains,9
train,9
symbole,9
signe,9
scènes,9
scène,9
salon,9
référence,9
réaliser,9
réalisée,9
réalisé,9
réalise,9
programmes,9
programme,9
produits,9
produit,9
pont,9
pilote,9
pierres,9
pierre,9
nature,9
naît,9
modernes,9
moderne,9
matière,9
mariage,9
limite,9
lecture,9
langues,9
langue,9
idée,9
hauteur,9
hautes,9
haut,9
génération,9
frères,9
frère,9
fin,9
expédition,9
établit,9
établissement,9
établir,9
époque,9
ensemble,9
édition,9
écrire,9
double,9
domaine,9
disque,9
dirigée,9
dirigé,9
dirige,9
direct,9
cour,9
construction,9
conduite,9
compte,9
communication,9
campagne,9
bout,9
bon,9
barrage,9
anglaise,9
vol,8
vivant,8
visite,8
vert,8
sélection,8
saisons,8
saison,8
sainte,8
saint,8
retraite,8
résistance,8
régions,8
région,8
reconnaissance,8
qualité,8
provence,8
protection,8
promotion,8
profondeur,8
produire,8
production,8
privée,8
privé,8
principe,8
plan,8
philosophie,8
personnel,8
pays,8
parler,8
parc,8
ouvrages,8
ouvrage,8
observations,8
naissance,8
moyen,8
massif,8
marché,8
maisons,8
maison,8
machine,8
lettre,8
langage,8
lance,8
jeunesse,8
intervention,8
historiques,8
historique,8
genre,8
fusion,8
fonds,8
filles,8
fille,8
extension,8
enregistrement,8
enfants,8
enfant,8
élevé,8
élément,8
échange,8
droite,8
dos,8
danse,8
dame,8
créer,8
créée,8
créé,8
crée,8
constitution,8
conservé,8
compagnie,8
communes,8
commun,8
combats,8
combat,8
collection,8
code,8
cartes,8
carte,8
canton,8
canal,8
bois,8
bas,8
axe,8
articles,8
article,8
arrêt,8
arbres,8
arbre,8
approche,8
appareil,8
anciens,8
anciennes,8
ancien,8
aller,8
aire,8
agent,8
âge,8
actions,8
action,8
accompagné,8
vrai,7
vitesse,7
usage,7
théâtre,7
textes,7
texte,7
surface,7
sources,7
source,7
sommet,7
sol,7
siècles,7
siècle,7
secret,7
rouge,7
riche,7
révolution,7
rencontres,7
rencontre,7
rejoint,7
rejoindre,7
reine,7
quitter,7
propres,7
propre,7
présents,7
présent,7
présence,7
pratique,7
poursuit,7
possède,7
populaire,7
phénomène,7
phase,7
peuple,7
performance,7
paru,7
parcours,7
paix,7
origine,7
missions,7
mission,7
mer,7
mémoire,7
membres,7
membre,7
matériel,7
mandat,7
lutte,7
loi,7
lien,7
libération,7
légende,7
justice,7
juge,7
intérêt,7
installer,7
installé,7
installe,7
inscription,7
information,7
individus,7
indépendance,7
honneur,7
frontière,7
extérieur,7
expérience,7
existence,7
évolue,7
éviter,7
étudier,7
étudie,7
étrangers,7
étrangères,7
étranger,7
étape,7
équipes,7
équipe,7
endroit,7
empire,7
émissions,7
émission,7
églises,7
église,7
écriture,7
durée,7
direction,7
diffusée,7
diffusé,7
départ,7
demande,7
découverte,7
décision,7
décidé,7
décide,7
crise,7
cours,7
courant,7
couple,7
correspond,7
contient,7
construite,7
construit,7
construire,7
consommation,7
comprend,7
comprenant,7
communautés,7
communauté,7
commission,7
commandement,7
collège,7
college,7
col,7
chose,7
château,7
chasse,7
cabinet,7
bord,7
biens,7
avance,7
autorité,7
auteurs,7
auteur,7
associations,7
association,7
animation,7
amour,7
alliance,7
accepte,7
villes,6
ville,6
tournée,6
thème,6
supérieure,6
supérieur,6
suisse,6
studio,6
standard,6
spécifique,6
soutien,6
sociétés,6
société,6
sociaux,6
sociales,6
sociale,6
social,6
situation,6
sites,6
site,6
seuls,6
seule,6
seul,6
semaines,6
semaine,6
secondes,6
second,6
royal,6
routes,6
route,6
roi,6
rive,6
retrouver,6
retrouve,6
résultat,6
restauration,6
relation,6
récit,6
recherches,6
recherche,6
réalisation,6
questions,6
question,6
publiques,6
publique,6
publics,6
public,6
provinces,6
province,6
problèmes,6
problème,6
primaire,6
physique,6
phare,6
personnes,6
personnages,6
personnage,6
peinture,6
parvient,6
partis,6
participer,6
participé,6
parti,6
paris,6
page,6
organisé,6
organise,6
officielle,6
officiel,6
office,6
occupation,6
nommé,6
